id1,id2,label
CHEBI_37681,CHEBI_37675,Enantiomers
CHEBI_37675,CHEBI_37681,Enantiomers
CHEBI_37695,CHEBI_37701,Enantiomers
CHEBI_37701,CHEBI_37695,Enantiomers
CHEBI_37692,CHEBI_43104,Enantiomers
CHEBI_43104,CHEBI_37692,Enantiomers
CHEBI_37693,CHEBI_37706,Enantiomers
CHEBI_37706,CHEBI_37693,Enantiomers
CHEBI_48095,CHEBI_37724,Enantiomers
CHEBI_37724,CHEBI_48095,Enantiomers
CHEBI_43703,CHEBI_28645,Enantiomers
CHEBI_28645,CHEBI_43703,Enantiomers
CHEBI_37727,CHEBI_37720,Enantiomers
CHEBI_37720,CHEBI_37727,Enantiomers
CHEBI_37719,CHEBI_37728,Enantiomers
CHEBI_37728,CHEBI_37719,Enantiomers
CHEBI_37729,CHEBI_41005,Enantiomers
CHEBI_41005,CHEBI_37729,Enantiomers
CHEBI_40656,CHEBI_37740,Enantiomers
CHEBI_37740,CHEBI_40656,Enantiomers
CHEBI_37686,CHEBI_37744,Enantiomers
CHEBI_37744,CHEBI_37686,Enantiomers
CHEBI_37746,CHEBI_40822,Enantiomers
CHEBI_40822,CHEBI_37746,Enantiomers
CHEBI_37870,CHEBI_37871,Enantiomers
CHEBI_37871,CHEBI_37870,Enantiomers
CHEBI_37874,CHEBI_37873,Enantiomers
CHEBI_37873,CHEBI_37874,Enantiomers
CHEBI_37883,CHEBI_37882,Enantiomers
CHEBI_37882,CHEBI_37883,Enantiomers
CHEBI_37907,CHEBI_37908,Enantiomers
CHEBI_37908,CHEBI_37907,Enantiomers
CHEBI_16712,CHEBI_48291,Enantiomers
CHEBI_48291,CHEBI_16712,Enantiomers
CHEBI_48790,CHEBI_48786,Enantiomers
CHEBI_48786,CHEBI_48790,Enantiomers
CHEBI_38109,CHEBI_6198,Enantiomers
CHEBI_6198,CHEBI_38109,Enantiomers
CHEBI_17721,CHEBI_38113,Enantiomers
CHEBI_38113,CHEBI_17721,Enantiomers
CHEBI_38115,CHEBI_38114,Enantiomers
CHEBI_38114,CHEBI_38115,Enantiomers
CHEBI_38139,CHEBI_44343,Enantiomers
CHEBI_44343,CHEBI_38139,Enantiomers
CHEBI_38140,CHEBI_28809,Enantiomers
CHEBI_28809,CHEBI_38140,Enantiomers
CHEBI_38153,CHEBI_38154,Enantiomers
CHEBI_38154,CHEBI_38153,Enantiomers
CHEBI_38232,CHEBI_38233,Enantiomers
CHEBI_38233,CHEBI_38232,Enantiomers
CHEBI_41963,CHEBI_17948,Enantiomers
CHEBI_17948,CHEBI_41963,Enantiomers
CHEBI_38246,CHEBI_38245,Enantiomers
CHEBI_38245,CHEBI_38246,Enantiomers
CHEBI_38247,CHEBI_37250,Enantiomers
CHEBI_37250,CHEBI_38247,Enantiomers
CHEBI_32826,CHEBI_28718,Enantiomers
CHEBI_28718,CHEBI_32826,Enantiomers
CHEBI_15399,CHEBI_15400,Enantiomers
CHEBI_15400,CHEBI_15399,Enantiomers
CHEBI_38300,CHEBI_27706,Enantiomers
CHEBI_27706,CHEBI_38300,Enantiomers
CHEBI_28146,CHEBI_17746,Enantiomers
CHEBI_17746,CHEBI_28146,Enantiomers
CHEBI_38342,CHEBI_39737,Enantiomers
CHEBI_39737,CHEBI_38342,Enantiomers
CHEBI_17317,CHEBI_17266,Enantiomers
CHEBI_17266,CHEBI_17317,Enantiomers
CHEBI_38350,CHEBI_38349,Enantiomers
CHEBI_38349,CHEBI_38350,Enantiomers
CHEBI_38401,CHEBI_38402,Enantiomers
CHEBI_38402,CHEBI_38401,Enantiomers
CHEBI_38403,CHEBI_38413,Enantiomers
CHEBI_38413,CHEBI_38403,Enantiomers
CHEBI_44715,CHEBI_44808,Enantiomers
CHEBI_44808,CHEBI_44715,Enantiomers
CHEBI_5136,CHEBI_38565,Enantiomers
CHEBI_38565,CHEBI_5136,Enantiomers
CHEBI_38567,CHEBI_38568,Enantiomers
CHEBI_38568,CHEBI_38567,Enantiomers
CHEBI_38652,CHEBI_38651,Enantiomers
CHEBI_38651,CHEBI_38652,Enantiomers
CHEBI_45525,CHEBI_38655,Enantiomers
CHEBI_38655,CHEBI_45525,Enantiomers
CHEBI_42446,CHEBI_38666,Enantiomers
CHEBI_38666,CHEBI_42446,Enantiomers
CHEBI_28985,CHEBI_28982,Enantiomers
CHEBI_28982,CHEBI_28985,Enantiomers
CHEBI_38690,CHEBI_18664,Enantiomers
CHEBI_18664,CHEBI_38690,Enantiomers
CHEBI_15589,CHEBI_15588,Enantiomers
CHEBI_15588,CHEBI_15589,Enantiomers
CHEBI_38719,CHEBI_38720,Enantiomers
CHEBI_38720,CHEBI_38719,Enantiomers
CHEBI_38200,CHEBI_27669,Enantiomers
CHEBI_27669,CHEBI_38200,Enantiomers
CHEBI_38320,CHEBI_122,Enantiomers
CHEBI_122,CHEBI_38320,Enantiomers
CHEBI_38874,CHEBI_38875,Enantiomers
CHEBI_38875,CHEBI_38874,Enantiomers
CHEBI_38950,CHEBI_40763,Enantiomers
CHEBI_40763,CHEBI_38950,Enantiomers
CHEBI_38953,CHEBI_87,Enantiomers
CHEBI_87,CHEBI_38953,Enantiomers
CHEBI_3332,CHEBI_38969,Enantiomers
CHEBI_38969,CHEBI_3332,Enantiomers
CHEBI_38972,CHEBI_38973,Enantiomers
CHEBI_38973,CHEBI_38972,Enantiomers
CHEBI_39013,CHEBI_39014,Enantiomers
CHEBI_39014,CHEBI_39013,Enantiomers
CHEBI_16004,CHEBI_16651,Enantiomers
CHEBI_16651,CHEBI_16004,Enantiomers
CHEBI_422,CHEBI_42111,Enantiomers
CHEBI_42111,CHEBI_422,Enantiomers
CHEBI_39102,CHEBI_39100,Enantiomers
CHEBI_39100,CHEBI_39102,Enantiomers
CHEBI_39105,CHEBI_39104,Enantiomers
CHEBI_39104,CHEBI_39105,Enantiomers
CHEBI_39115,CHEBI_39121,Enantiomers
CHEBI_39121,CHEBI_39115,Enantiomers
CHEBI_39119,CHEBI_39122,Enantiomers
CHEBI_39122,CHEBI_39119,Enantiomers
CHEBI_39139,CHEBI_39137,Enantiomers
CHEBI_39137,CHEBI_39139,Enantiomers
CHEBI_39136,CHEBI_39140,Enantiomers
CHEBI_39140,CHEBI_39136,Enantiomers
CHEBI_39159,CHEBI_39158,Enantiomers
CHEBI_39158,CHEBI_39159,Enantiomers
CHEBI_39162,CHEBI_17688,Enantiomers
CHEBI_17688,CHEBI_39162,Enantiomers
CHEBI_18226,CHEBI_17532,Enantiomers
CHEBI_17532,CHEBI_18226,Enantiomers
CHEBI_32110,CHEBI_39235,Enantiomers
CHEBI_39235,CHEBI_32110,Enantiomers
CHEBI_48811,CHEBI_39254,Enantiomers
CHEBI_39254,CHEBI_48811,Enantiomers
CHEBI_39255,CHEBI_39256,Enantiomers
CHEBI_39256,CHEBI_39255,Enantiomers
CHEBI_39313,CHEBI_39309,Enantiomers
CHEBI_39309,CHEBI_39313,Enantiomers
CHEBI_39312,CHEBI_39310,Enantiomers
CHEBI_39310,CHEBI_39312,Enantiomers
CHEBI_39335,CHEBI_39336,Enantiomers
CHEBI_39336,CHEBI_39335,Enantiomers
CHEBI_39337,CHEBI_39338,Enantiomers
CHEBI_39338,CHEBI_39337,Enantiomers
CHEBI_30866,CHEBI_17025,Enantiomers
CHEBI_17025,CHEBI_30866,Enantiomers
CHEBI_39458,CHEBI_39461,Enantiomers
CHEBI_39461,CHEBI_39458,Enantiomers
CHEBI_39464,CHEBI_8207,Enantiomers
CHEBI_8207,CHEBI_39464,Enantiomers
CHEBI_39466,CHEBI_9599,Enantiomers
CHEBI_9599,CHEBI_39466,Enantiomers
CHEBI_48092,CHEBI_48093,Enantiomers
CHEBI_48093,CHEBI_48092,Enantiomers
CHEBI_46702,CHEBI_46705,Enantiomers
CHEBI_46705,CHEBI_46702,Enantiomers
CHEBI_39932,CHEBI_46735,Enantiomers
CHEBI_46735,CHEBI_39932,Enantiomers
CHEBI_15950,CHEBI_27482,Enantiomers
CHEBI_27482,CHEBI_15950,Enantiomers
CHEBI_17521,CHEBI_36124,Enantiomers
CHEBI_36124,CHEBI_17521,Enantiomers
CHEBI_46750,CHEBI_92,Enantiomers
CHEBI_92,CHEBI_46750,Enantiomers
CHEBI_28611,CHEBI_28658,Enantiomers
CHEBI_28658,CHEBI_28611,Enantiomers
CHEBI_17428,CHEBI_16718,Enantiomers
CHEBI_16718,CHEBI_17428,Enantiomers
CHEBI_15729,CHEBI_16176,Enantiomers
CHEBI_16176,CHEBI_15729,Enantiomers
CHEBI_45407,CHEBI_45634,Enantiomers
CHEBI_45634,CHEBI_45407,Enantiomers
CHEBI_15978,CHEBI_16221,Enantiomers
CHEBI_16221,CHEBI_15978,Enantiomers
CHEBI_26743,CHEBI_46965,Enantiomers
CHEBI_46965,CHEBI_26743,Enantiomers
CHEBI_46962,CHEBI_45719,Enantiomers
CHEBI_45719,CHEBI_46962,Enantiomers
CHEBI_16393,CHEBI_46967,Enantiomers
CHEBI_46967,CHEBI_16393,Enantiomers
CHEBI_28972,CHEBI_29002,Enantiomers
CHEBI_29002,CHEBI_28972,Enantiomers
CHEBI_46983,CHEBI_6182,Enantiomers
CHEBI_6182,CHEBI_46983,Enantiomers
CHEBI_40886,CHEBI_46996,Enantiomers
CHEBI_46996,CHEBI_40886,Enantiomers
CHEBI_46995,CHEBI_46987,Enantiomers
CHEBI_46987,CHEBI_46995,Enantiomers
CHEBI_47004,CHEBI_45506,Enantiomers
CHEBI_45506,CHEBI_47004,Enantiomers
CHEBI_47002,CHEBI_47005,Enantiomers
CHEBI_47005,CHEBI_47002,Enantiomers
CHEBI_47011,CHEBI_47008,Enantiomers
CHEBI_47008,CHEBI_47011,Enantiomers
CHEBI_47012,CHEBI_27476,Enantiomers
CHEBI_27476,CHEBI_47012,Enantiomers
CHEBI_47014,CHEBI_47015,Enantiomers
CHEBI_47015,CHEBI_47014,Enantiomers
CHEBI_47767,CHEBI_47766,Enantiomers
CHEBI_47766,CHEBI_47767,Enantiomers
CHEBI_47796,CHEBI_47795,Enantiomers
CHEBI_47795,CHEBI_47796,Enantiomers
CHEBI_47808,CHEBI_47809,Enantiomers
CHEBI_47809,CHEBI_47808,Enantiomers
CHEBI_30766,CHEBI_30767,Enantiomers
CHEBI_30767,CHEBI_30766,Enantiomers
CHEBI_43415,CHEBI_47835,Enantiomers
CHEBI_47835,CHEBI_43415,Enantiomers
CHEBI_299,CHEBI_368,Enantiomers
CHEBI_368,CHEBI_299,Enantiomers
CHEBI_300,CHEBI_128,Enantiomers
CHEBI_128,CHEBI_300,Enantiomers
CHEBI_47873,CHEBI_47874,Enantiomers
CHEBI_47874,CHEBI_47873,Enantiomers
CHEBI_46430,CHEBI_18145,Enantiomers
CHEBI_18145,CHEBI_46430,Enantiomers
CHEBI_30897,CHEBI_15563,Enantiomers
CHEBI_15563,CHEBI_30897,Enantiomers
CHEBI_30896,CHEBI_15562,Enantiomers
CHEBI_15562,CHEBI_30896,Enantiomers
CHEBI_16593,CHEBI_16332,Enantiomers
CHEBI_16332,CHEBI_16593,Enantiomers
CHEBI_15918,CHEBI_41929,Enantiomers
CHEBI_41929,CHEBI_15918,Enantiomers
CHEBI_41945,CHEBI_16192,Enantiomers
CHEBI_16192,CHEBI_41945,Enantiomers
CHEBI_42112,CHEBI_17013,Enantiomers
CHEBI_17013,CHEBI_42112,Enantiomers
CHEBI_17780,CHEBI_43186,Enantiomers
CHEBI_43186,CHEBI_17780,Enantiomers
CHEBI_41888,CHEBI_48020,Enantiomers
CHEBI_48020,CHEBI_41888,Enantiomers
CHEBI_28429,CHEBI_48027,Enantiomers
CHEBI_48027,CHEBI_28429,Enantiomers
CHEBI_48031,CHEBI_48032,Enantiomers
CHEBI_48032,CHEBI_48031,Enantiomers
CHEBI_48069,CHEBI_48068,Enantiomers
CHEBI_48068,CHEBI_48069,Enantiomers
CHEBI_1060,CHEBI_17647,Enantiomers
CHEBI_17647,CHEBI_1060,Enantiomers
CHEBI_17656,CHEBI_32800,Enantiomers
CHEBI_32800,CHEBI_17656,Enantiomers
CHEBI_40545,CHEBI_40550,Enantiomers
CHEBI_40550,CHEBI_40545,Enantiomers
CHEBI_42548,CHEBI_42564,Enantiomers
CHEBI_42564,CHEBI_42548,Enantiomers
CHEBI_27442,CHEBI_42589,Enantiomers
CHEBI_42589,CHEBI_27442,Enantiomers
CHEBI_48204,CHEBI_48203,Enantiomers
CHEBI_48203,CHEBI_48204,Enantiomers
CHEBI_48251,CHEBI_16053,Enantiomers
CHEBI_16053,CHEBI_48251,Enantiomers
CHEBI_48255,CHEBI_48256,Enantiomers
CHEBI_48256,CHEBI_48255,Enantiomers
CHEBI_27913,CHEBI_16023,Enantiomers
CHEBI_16023,CHEBI_27913,Enantiomers
CHEBI_17063,CHEBI_48262,Enantiomers
CHEBI_48262,CHEBI_17063,Enantiomers
CHEBI_48280,CHEBI_48281,Enantiomers
CHEBI_48281,CHEBI_48280,Enantiomers
CHEBI_17943,CHEBI_48290,Enantiomers
CHEBI_48290,CHEBI_17943,Enantiomers
CHEBI_48297,CHEBI_48298,Enantiomers
CHEBI_48298,CHEBI_48297,Enantiomers
CHEBI_42090,CHEBI_48300,Enantiomers
CHEBI_48300,CHEBI_42090,Enantiomers
CHEBI_48307,CHEBI_17702,Enantiomers
CHEBI_17702,CHEBI_48307,Enantiomers
CHEBI_48336,CHEBI_47518,Enantiomers
CHEBI_47518,CHEBI_48336,Enantiomers
CHEBI_48344,CHEBI_47520,Enantiomers
CHEBI_47520,CHEBI_48344,Enantiomers
CHEBI_48351,CHEBI_48352,Enantiomers
CHEBI_48352,CHEBI_48351,Enantiomers
CHEBI_37889,CHEBI_37888,Enantiomers
CHEBI_37888,CHEBI_37889,Enantiomers
CHEBI_17210,CHEBI_27996,Enantiomers
CHEBI_27996,CHEBI_17210,Enantiomers
CHEBI_32802,CHEBI_32803,Enantiomers
CHEBI_32803,CHEBI_32802,Enantiomers
CHEBI_15811,CHEBI_37713,Enantiomers
CHEBI_37713,CHEBI_15811,Enantiomers
CHEBI_48527,CHEBI_43035,Enantiomers
CHEBI_43035,CHEBI_48527,Enantiomers
CHEBI_4466,CHEBI_48555,Enantiomers
CHEBI_48555,CHEBI_4466,Enantiomers
CHEBI_48557,CHEBI_31472,Enantiomers
CHEBI_31472,CHEBI_48557,Enantiomers
CHEBI_48570,CHEBI_48571,Enantiomers
CHEBI_48571,CHEBI_48570,Enantiomers
CHEBI_48447,CHEBI_48446,Enantiomers
CHEBI_48446,CHEBI_48447,Enantiomers
CHEBI_48603,CHEBI_48602,Enantiomers
CHEBI_48602,CHEBI_48603,Enantiomers
CHEBI_48666,CHEBI_48657,Enantiomers
CHEBI_48657,CHEBI_48666,Enantiomers
CHEBI_13022,CHEBI_13172,Enantiomers
CHEBI_13172,CHEBI_13022,Enantiomers
CHEBI_48647,CHEBI_48672,Enantiomers
CHEBI_48672,CHEBI_48647,Enantiomers
CHEBI_48673,CHEBI_48648,Enantiomers
CHEBI_48648,CHEBI_48673,Enantiomers
CHEBI_17459,CHEBI_18202,Enantiomers
CHEBI_18202,CHEBI_17459,Enantiomers
CHEBI_48677,CHEBI_10295,Enantiomers
CHEBI_10295,CHEBI_48677,Enantiomers
CHEBI_48678,CHEBI_48645,Enantiomers
CHEBI_48645,CHEBI_48678,Enantiomers
CHEBI_10472,CHEBI_48690,Enantiomers
CHEBI_48690,CHEBI_10472,Enantiomers
CHEBI_48704,CHEBI_48702,Enantiomers
CHEBI_48702,CHEBI_48704,Enantiomers
CHEBI_48707,CHEBI_48712,Enantiomers
CHEBI_48712,CHEBI_48707,Enantiomers
CHEBI_53,CHEBI_129,Enantiomers
CHEBI_129,CHEBI_53,Enantiomers
CHEBI_41168,CHEBI_41097,Enantiomers
CHEBI_41097,CHEBI_41168,Enantiomers
CHEBI_16206,CHEBI_48868,Enantiomers
CHEBI_48868,CHEBI_16206,Enantiomers
CHEBI_15412,CHEBI_28785,Enantiomers
CHEBI_28785,CHEBI_15412,Enantiomers
CHEBI_43899,CHEBI_43825,Enantiomers
CHEBI_43825,CHEBI_43899,Enantiomers
CHEBI_30927,CHEBI_30924,Enantiomers
CHEBI_30924,CHEBI_30927,Enantiomers
CHEBI_48930,CHEBI_48931,Enantiomers
CHEBI_48931,CHEBI_48930,Enantiomers
CHEBI_29052,CHEBI_48932,Enantiomers
CHEBI_48932,CHEBI_29052,Enantiomers
CHEBI_27975,CHEBI_17378,Enantiomers
CHEBI_17378,CHEBI_27975,Enantiomers
CHEBI_48934,CHEBI_41,Enantiomers
CHEBI_41,CHEBI_48934,Enantiomers
CHEBI_48969,CHEBI_48968,Enantiomers
CHEBI_48968,CHEBI_48969,Enantiomers
CHEBI_49007,CHEBI_16349,Enantiomers
CHEBI_16349,CHEBI_49007,Enantiomers
CHEBI_49008,CHEBI_49009,Enantiomers
CHEBI_49009,CHEBI_49008,Enantiomers
CHEBI_21248,CHEBI_49011,Enantiomers
CHEBI_49011,CHEBI_21248,Enantiomers
CHEBI_49013,CHEBI_49012,Enantiomers
CHEBI_49012,CHEBI_49013,Enantiomers
CHEBI_18703,CHEBI_30633,Enantiomers
CHEBI_30633,CHEBI_18703,Enantiomers
CHEBI_30913,CHEBI_41582,Enantiomers
CHEBI_41582,CHEBI_30913,Enantiomers
CHEBI_49032,CHEBI_49036,Enantiomers
CHEBI_49036,CHEBI_49032,Enantiomers
CHEBI_49031,CHEBI_49035,Enantiomers
CHEBI_49035,CHEBI_49031,Enantiomers
CHEBI_48453,CHEBI_48450,Enantiomers
CHEBI_48450,CHEBI_48453,Enantiomers
CHEBI_49044,CHEBI_49046,Enantiomers
CHEBI_49046,CHEBI_49044,Enantiomers
CHEBI_49054,CHEBI_41469,Enantiomers
CHEBI_41469,CHEBI_49054,Enantiomers
CHEBI_49056,CHEBI_49003,Enantiomers
CHEBI_49003,CHEBI_49056,Enantiomers
CHEBI_37655,CHEBI_49058,Enantiomers
CHEBI_49058,CHEBI_37655,Enantiomers
CHEBI_49059,CHEBI_15908,Enantiomers
CHEBI_15908,CHEBI_49059,Enantiomers
CHEBI_41917,CHEBI_49069,Enantiomers
CHEBI_49069,CHEBI_41917,Enantiomers
CHEBI_49071,CHEBI_49070,Enantiomers
CHEBI_49070,CHEBI_49071,Enantiomers
CHEBI_49076,CHEBI_49078,Enantiomers
CHEBI_49078,CHEBI_49076,Enantiomers
CHEBI_132623,CHEBI_6695,Enantiomers
CHEBI_6695,CHEBI_132623,Enantiomers
CHEBI_15845,CHEBI_47947,Enantiomers
CHEBI_47947,CHEBI_15845,Enantiomers
CHEBI_33094,CHEBI_16320,Enantiomers
CHEBI_16320,CHEBI_33094,Enantiomers
CHEBI_49097,CHEBI_18188,Enantiomers
CHEBI_18188,CHEBI_49097,Enantiomers
CHEBI_49109,CHEBI_15772,Enantiomers
CHEBI_15772,CHEBI_49109,Enantiomers
CHEBI_49164,CHEBI_49160,Enantiomers
CHEBI_49160,CHEBI_49164,Enantiomers
CHEBI_49162,CHEBI_49158,Enantiomers
CHEBI_49158,CHEBI_49162,Enantiomers
CHEBI_15765,CHEBI_49169,Enantiomers
CHEBI_49169,CHEBI_15765,Enantiomers
CHEBI_4372,CHEBI_49177,Enantiomers
CHEBI_49177,CHEBI_4372,Enantiomers
CHEBI_18155,CHEBI_49181,Enantiomers
CHEBI_49181,CHEBI_18155,Enantiomers
CHEBI_31157,CHEBI_49187,Enantiomers
CHEBI_49187,CHEBI_31157,Enantiomers
CHEBI_49207,CHEBI_49204,Enantiomers
CHEBI_49204,CHEBI_49207,Enantiomers
CHEBI_47,CHEBI_49212,Enantiomers
CHEBI_49212,CHEBI_47,Enantiomers
CHEBI_49208,CHEBI_49213,Enantiomers
CHEBI_49213,CHEBI_49208,Enantiomers
CHEBI_49219,CHEBI_49218,Enantiomers
CHEBI_49218,CHEBI_49219,Enantiomers
CHEBI_49220,CHEBI_49221,Enantiomers
CHEBI_49221,CHEBI_49220,Enantiomers
CHEBI_49229,CHEBI_49228,Enantiomers
CHEBI_49228,CHEBI_49229,Enantiomers
CHEBI_49227,CHEBI_49230,Enantiomers
CHEBI_49230,CHEBI_49227,Enantiomers
CHEBI_49233,CHEBI_49232,Enantiomers
CHEBI_49232,CHEBI_49233,Enantiomers
CHEBI_49246,CHEBI_49245,Enantiomers
CHEBI_49245,CHEBI_49246,Enantiomers
CHEBI_49243,CHEBI_49244,Enantiomers
CHEBI_49244,CHEBI_49243,Enantiomers
CHEBI_16259,CHEBI_28203,Enantiomers
CHEBI_28203,CHEBI_16259,Enantiomers
CHEBI_49263,CHEBI_49266,Enantiomers
CHEBI_49266,CHEBI_49263,Enantiomers
CHEBI_10443,CHEBI_49274,Enantiomers
CHEBI_49274,CHEBI_10443,Enantiomers
CHEBI_49280,CHEBI_49279,Enantiomers
CHEBI_49279,CHEBI_49280,Enantiomers
CHEBI_49282,CHEBI_49286,Enantiomers
CHEBI_49286,CHEBI_49282,Enantiomers
CHEBI_43065,CHEBI_32978,Enantiomers
CHEBI_32978,CHEBI_43065,Enantiomers
CHEBI_11009,CHEBI_32979,Enantiomers
CHEBI_32979,CHEBI_11009,Enantiomers
CHEBI_49308,CHEBI_49309,Enantiomers
CHEBI_49309,CHEBI_49308,Enantiomers
CHEBI_50009,CHEBI_50008,Enantiomers
CHEBI_50008,CHEBI_50009,Enantiomers
CHEBI_20,CHEBI_89,Enantiomers
CHEBI_89,CHEBI_20,Enantiomers
CHEBI_50026,CHEBI_28359,Enantiomers
CHEBI_28359,CHEBI_50026,Enantiomers
CHEBI_28261,CHEBI_28660,Enantiomers
CHEBI_28660,CHEBI_28261,Enantiomers
CHEBI_50029,CHEBI_50028,Enantiomers
CHEBI_50028,CHEBI_50029,Enantiomers
CHEBI_50032,CHEBI_50033,Enantiomers
CHEBI_50033,CHEBI_50032,Enantiomers
CHEBI_301,CHEBI_367,Enantiomers
CHEBI_367,CHEBI_301,Enantiomers
CHEBI_9577,CHEBI_50043,Enantiomers
CHEBI_50043,CHEBI_9577,Enantiomers
CHEBI_50046,CHEBI_50045,Enantiomers
CHEBI_50045,CHEBI_50046,Enantiomers
CHEBI_50057,CHEBI_50049,Enantiomers
CHEBI_50049,CHEBI_50057,Enantiomers
CHEBI_50065,CHEBI_50058,Enantiomers
CHEBI_50058,CHEBI_50065,Enantiomers
CHEBI_28151,CHEBI_30939,Enantiomers
CHEBI_30939,CHEBI_28151,Enantiomers
CHEBI_32948,CHEBI_32947,Enantiomers
CHEBI_32947,CHEBI_32948,Enantiomers
CHEBI_15408,CHEBI_6041,Enantiomers
CHEBI_6041,CHEBI_15408,Enantiomers
CHEBI_50123,CHEBI_50125,Enantiomers
CHEBI_50125,CHEBI_50123,Enantiomers
CHEBI_50147,CHEBI_50146,Enantiomers
CHEBI_50146,CHEBI_50147,Enantiomers
CHEBI_15388,CHEBI_15389,Enantiomers
CHEBI_15389,CHEBI_15388,Enantiomers
CHEBI_28296,CHEBI_28459,Enantiomers
CHEBI_28459,CHEBI_28296,Enantiomers
CHEBI_17798,CHEBI_50166,Enantiomers
CHEBI_50166,CHEBI_17798,Enantiomers
CHEBI_50201,CHEBI_17846,Enantiomers
CHEBI_17846,CHEBI_50201,Enantiomers
CHEBI_149,CHEBI_50235,Enantiomers
CHEBI_50235,CHEBI_149,Enantiomers
CHEBI_150,CHEBI_50233,Enantiomers
CHEBI_50233,CHEBI_150,Enantiomers
CHEBI_153,CHEBI_50232,Enantiomers
CHEBI_50232,CHEBI_153,Enantiomers
CHEBI_158,CHEBI_152,Enantiomers
CHEBI_152,CHEBI_158,Enantiomers
CHEBI_168,CHEBI_154,Enantiomers
CHEBI_154,CHEBI_168,Enantiomers
CHEBI_155,CHEBI_166,Enantiomers
CHEBI_166,CHEBI_155,Enantiomers
CHEBI_18515,CHEBI_50244,Enantiomers
CHEBI_50244,CHEBI_18515,Enantiomers
CHEBI_38249,CHEBI_50245,Enantiomers
CHEBI_50245,CHEBI_38249,Enantiomers
CHEBI_50255,CHEBI_50258,Enantiomers
CHEBI_50258,CHEBI_50255,Enantiomers
CHEBI_50256,CHEBI_50259,Enantiomers
CHEBI_50259,CHEBI_50256,Enantiomers
CHEBI_50279,CHEBI_17090,Enantiomers
CHEBI_17090,CHEBI_50279,Enantiomers
CHEBI_50282,CHEBI_50283,Enantiomers
CHEBI_50283,CHEBI_50282,Enantiomers
CHEBI_17924,CHEBI_28789,Enantiomers
CHEBI_28789,CHEBI_17924,Enantiomers
CHEBI_16592,CHEBI_18146,Enantiomers
CHEBI_18146,CHEBI_16592,Enantiomers
CHEBI_10965,CHEBI_16845,Enantiomers
CHEBI_16845,CHEBI_10965,Enantiomers
CHEBI_17159,CHEBI_50447,Enantiomers
CHEBI_50447,CHEBI_17159,Enantiomers
CHEBI_10360,CHEBI_88,Enantiomers
CHEBI_88,CHEBI_10360,Enantiomers
CHEBI_50470,CHEBI_44632,Enantiomers
CHEBI_44632,CHEBI_50470,Enantiomers
CHEBI_45230,CHEBI_30318,Enantiomers
CHEBI_30318,CHEBI_45230,Enantiomers
CHEBI_30319,CHEBI_50489,Enantiomers
CHEBI_50489,CHEBI_30319,Enantiomers
CHEBI_50494,CHEBI_50495,Enantiomers
CHEBI_50495,CHEBI_50494,Enantiomers
CHEBI_30797,CHEBI_30796,Enantiomers
CHEBI_30796,CHEBI_30797,Enantiomers
CHEBI_50532,CHEBI_50531,Enantiomers
CHEBI_50531,CHEBI_50532,Enantiomers
CHEBI_50544,CHEBI_6750,Enantiomers
CHEBI_6750,CHEBI_50544,Enantiomers
CHEBI_50609,CHEBI_50610,Enantiomers
CHEBI_50610,CHEBI_50609,Enantiomers
CHEBI_50613,CHEBI_50612,Enantiomers
CHEBI_50612,CHEBI_50613,Enantiomers
CHEBI_50614,CHEBI_50615,Enantiomers
CHEBI_50615,CHEBI_50614,Enantiomers
CHEBI_50618,CHEBI_50617,Enantiomers
CHEBI_50617,CHEBI_50618,Enantiomers
CHEBI_50625,CHEBI_50624,Enantiomers
CHEBI_50624,CHEBI_50625,Enantiomers
CHEBI_50709,CHEBI_50708,Enantiomers
CHEBI_50708,CHEBI_50709,Enantiomers
CHEBI_18354,CHEBI_18288,Enantiomers
CHEBI_18288,CHEBI_18354,Enantiomers
CHEBI_27736,CHEBI_28456,Enantiomers
CHEBI_28456,CHEBI_27736,Enantiomers
CHEBI_27394,CHEBI_50787,Enantiomers
CHEBI_50787,CHEBI_27394,Enantiomers
CHEBI_6885,CHEBI_50794,Enantiomers
CHEBI_50794,CHEBI_6885,Enantiomers
CHEBI_7959,CHEBI_50869,Enantiomers
CHEBI_50869,CHEBI_7959,Enantiomers
CHEBI_50900,CHEBI_6443,Enantiomers
CHEBI_6443,CHEBI_50900,Enantiomers
CHEBI_227,CHEBI_232,Enantiomers
CHEBI_232,CHEBI_227,Enantiomers
CHEBI_50932,CHEBI_50931,Enantiomers
CHEBI_50931,CHEBI_50932,Enantiomers
CHEBI_50944,CHEBI_50945,Enantiomers
CHEBI_50945,CHEBI_50944,Enantiomers
CHEBI_26797,CHEBI_51008,Enantiomers
CHEBI_51008,CHEBI_26797,Enantiomers
CHEBI_51012,CHEBI_51011,Enantiomers
CHEBI_51011,CHEBI_51012,Enantiomers
CHEBI_51014,CHEBI_45389,Enantiomers
CHEBI_45389,CHEBI_51014,Enantiomers
CHEBI_51035,CHEBI_51036,Enantiomers
CHEBI_51036,CHEBI_51035,Enantiomers
CHEBI_100,CHEBI_6714,Enantiomers
CHEBI_6714,CHEBI_100,Enantiomers
CHEBI_51047,CHEBI_51048,Enantiomers
CHEBI_51048,CHEBI_51047,Enantiomers
CHEBI_51054,CHEBI_51053,Enantiomers
CHEBI_51053,CHEBI_51054,Enantiomers
