id1,id2,label
CHEBI_75862,CHEBI_76035,Diastereomers
CHEBI_127792,CHEBI_127236,Diastereomers
CHEBI_94937,CHEBI_94874,Diastereomers
CHEBI_114099,CHEBI_114055,Diastereomers
CHEBI_113972,CHEBI_114160,Diastereomers
CHEBI_98580,CHEBI_99335,Diastereomers
CHEBI_32423,CHEBI_32420,Diastereomers
CHEBI_95797,CHEBI_95892,Diastereomers
CHEBI_118547,CHEBI_118597,Diastereomers
CHEBI_99394,CHEBI_100800,Diastereomers
CHEBI_32537,CHEBI_32539,Diastereomers
CHEBI_205937,CHEBI_220829,Diastereomers
CHEBI_169292,CHEBI_158739,Diastereomers
CHEBI_130031,CHEBI_125796,Diastereomers
CHEBI_95457,CHEBI_101359,Diastereomers
CHEBI_99665,CHEBI_99894,Diastereomers
CHEBI_118477,CHEBI_118362,Diastereomers
CHEBI_157624,CHEBI_157623,Diastereomers
CHEBI_180312,CHEBI_180287,Diastereomers
CHEBI_217930,CHEBI_217936,Diastereomers
CHEBI_193228,CHEBI_193301,Diastereomers
CHEBI_209592,CHEBI_209587,Diastereomers
CHEBI_217724,CHEBI_217730,Diastereomers
CHEBI_202522,CHEBI_219688,Diastereomers
CHEBI_221167,CHEBI_227518,Diastereomers
CHEBI_181192,CHEBI_196614,Diastereomers
CHEBI_226970,CHEBI_210378,Diastereomers
CHEBI_124622,CHEBI_118405,Diastereomers
CHEBI_111737,CHEBI_124430,Diastereomers
CHEBI_216941,CHEBI_204158,Diastereomers
CHEBI_225165,CHEBI_225172,Diastereomers
CHEBI_130766,CHEBI_129259,Diastereomers
CHEBI_72000,CHEBI_196056,Diastereomers
CHEBI_130478,CHEBI_129904,Diastereomers
CHEBI_195819,CHEBI_195818,Diastereomers
CHEBI_188918,CHEBI_185407,Diastereomers
CHEBI_99102,CHEBI_118230,Diastereomers
CHEBI_205650,CHEBI_226496,Diastereomers
CHEBI_118494,CHEBI_118464,Diastereomers
CHEBI_73479,CHEBI_46961,Diastereomers
CHEBI_197826,CHEBI_202325,Diastereomers
CHEBI_216639,CHEBI_216627,Diastereomers
CHEBI_211629,CHEBI_211634,Diastereomers
CHEBI_115133,CHEBI_115152,Diastereomers
CHEBI_108909,CHEBI_108863,Diastereomers
CHEBI_101282,CHEBI_102787,Diastereomers
CHEBI_118781,CHEBI_118558,Diastereomers
CHEBI_211466,CHEBI_211472,Diastereomers
CHEBI_126,CHEBI_33990,Diastereomers
CHEBI_2699,CHEBI_9524,Diastereomers
CHEBI_47984,CHEBI_16446,Diastereomers
CHEBI_197799,CHEBI_218916,Diastereomers
CHEBI_113716,CHEBI_111568,Diastereomers
CHEBI_100938,CHEBI_102990,Diastereomers
CHEBI_210564,CHEBI_219297,Diastereomers
CHEBI_68090,CHEBI_68091,Diastereomers
CHEBI_16777,CHEBI_5568,Diastereomers
CHEBI_94858,CHEBI_94911,Diastereomers
CHEBI_68766,CHEBI_68767,Diastereomers
CHEBI_222000,CHEBI_207102,Diastereomers
CHEBI_219789,CHEBI_203378,Diastereomers
CHEBI_208601,CHEBI_226741,Diastereomers
CHEBI_109860,CHEBI_110058,Diastereomers
CHEBI_226257,CHEBI_226263,Diastereomers
CHEBI_201073,CHEBI_201152,Diastereomers
CHEBI_83076,CHEBI_83115,Diastereomers
CHEBI_124532,CHEBI_103734,Diastereomers
CHEBI_69568,CHEBI_69569,Diastereomers
CHEBI_202221,CHEBI_167861,Diastereomers
CHEBI_128380,CHEBI_125899,Diastereomers
CHEBI_110380,CHEBI_110214,Diastereomers
CHEBI_190588,CHEBI_173208,Diastereomers
CHEBI_115931,CHEBI_115822,Diastereomers
CHEBI_175523,CHEBI_194279,Diastereomers
CHEBI_110093,CHEBI_109983,Diastereomers
CHEBI_225741,CHEBI_225736,Diastereomers
CHEBI_118192,CHEBI_117983,Diastereomers
CHEBI_128139,CHEBI_130990,Diastereomers
CHEBI_214500,CHEBI_214505,Diastereomers
CHEBI_120090,CHEBI_120168,Diastereomers
CHEBI_120190,CHEBI_120302,Diastereomers
CHEBI_97319,CHEBI_98116,Diastereomers
CHEBI_104453,CHEBI_104528,Diastereomers
CHEBI_28195,CHEBI_16032,Diastereomers
CHEBI_179679,CHEBI_179677,Diastereomers
CHEBI_97856,CHEBI_100179,Diastereomers
CHEBI_106307,CHEBI_106247,Diastereomers
CHEBI_100317,CHEBI_97552,Diastereomers
CHEBI_132909,CHEBI_137021,Diastereomers
CHEBI_128712,CHEBI_127019,Diastereomers
CHEBI_126111,CHEBI_126093,Diastereomers
CHEBI_128557,CHEBI_124948,Diastereomers
CHEBI_78889,CHEBI_78888,Diastereomers
CHEBI_196031,CHEBI_196040,Diastereomers
CHEBI_198390,CHEBI_206807,Diastereomers
CHEBI_204757,CHEBI_215834,Diastereomers
CHEBI_206487,CHEBI_203100,Diastereomers
CHEBI_101861,CHEBI_102491,Diastereomers
CHEBI_106119,CHEBI_106128,Diastereomers
CHEBI_212828,CHEBI_212833,Diastereomers
CHEBI_219255,CHEBI_209198,Diastereomers
CHEBI_2723,CHEBI_6478,Diastereomers
CHEBI_95593,CHEBI_96146,Diastereomers
CHEBI_200255,CHEBI_204653,Diastereomers
CHEBI_129580,CHEBI_128620,Diastereomers
CHEBI_95991,CHEBI_95784,Diastereomers
CHEBI_101421,CHEBI_102976,Diastereomers
CHEBI_118109,CHEBI_118113,Diastereomers
CHEBI_70543,CHEBI_70545,Diastereomers
CHEBI_205289,CHEBI_225494,Diastereomers
CHEBI_212593,CHEBI_212585,Diastereomers
CHEBI_39339,CHEBI_39340,Diastereomers
CHEBI_197878,CHEBI_217217,Diastereomers
CHEBI_75502,CHEBI_75055,Diastereomers
CHEBI_85357,CHEBI_137658,Diastereomers
CHEBI_217505,CHEBI_217521,Diastereomers
CHEBI_186682,CHEBI_187018,Diastereomers
CHEBI_79789,CHEBI_79414,Diastereomers
CHEBI_191121,CHEBI_191034,Diastereomers
CHEBI_200875,CHEBI_214971,Diastereomers
CHEBI_173924,CHEBI_173923,Diastereomers
CHEBI_232280,CHEBI_232206,Diastereomers
CHEBI_118512,CHEBI_118509,Diastereomers
CHEBI_152110,CHEBI_152012,Diastereomers
CHEBI_130726,CHEBI_126798,Diastereomers
CHEBI_102858,CHEBI_101820,Diastereomers
CHEBI_128415,CHEBI_128450,Diastereomers
CHEBI_122215,CHEBI_122409,Diastereomers
CHEBI_125853,CHEBI_126775,Diastereomers
CHEBI_100729,CHEBI_102176,Diastereomers
CHEBI_119552,CHEBI_119472,Diastereomers
CHEBI_58772,CHEBI_58773,Diastereomers
CHEBI_227780,CHEBI_227775,Diastereomers
CHEBI_67913,CHEBI_68381,Diastereomers
CHEBI_225842,CHEBI_225847,Diastereomers
CHEBI_118900,CHEBI_118878,Diastereomers
CHEBI_69389,CHEBI_69390,Diastereomers
CHEBI_217646,CHEBI_224630,Diastereomers
CHEBI_95371,CHEBI_95380,Diastereomers
CHEBI_205845,CHEBI_220627,Diastereomers
CHEBI_227701,CHEBI_227707,Diastereomers
CHEBI_16449,CHEBI_132498,Diastereomers
CHEBI_66916,CHEBI_143534,Diastereomers
CHEBI_127197,CHEBI_126720,Diastereomers
CHEBI_97121,CHEBI_100008,Diastereomers
CHEBI_65986,CHEBI_65987,Diastereomers
CHEBI_17500,CHEBI_42989,Diastereomers
CHEBI_67802,CHEBI_67803,Diastereomers
CHEBI_123584,CHEBI_123483,Diastereomers
CHEBI_39395,CHEBI_39396,Diastereomers
CHEBI_107023,CHEBI_104676,Diastereomers
CHEBI_92122,CHEBI_94821,Diastereomers
CHEBI_213266,CHEBI_213272,Diastereomers
CHEBI_51833,CHEBI_17992,Diastereomers
CHEBI_53072,CHEBI_60465,Diastereomers
CHEBI_102865,CHEBI_97534,Diastereomers
CHEBI_12387,CHEBI_6220,Diastereomers
CHEBI_128466,CHEBI_130498,Diastereomers
CHEBI_192540,CHEBI_165335,Diastereomers
CHEBI_129581,CHEBI_129884,Diastereomers
CHEBI_123601,CHEBI_123565,Diastereomers
CHEBI_122490,CHEBI_122284,Diastereomers
CHEBI_118589,CHEBI_118730,Diastereomers
CHEBI_215172,CHEBI_212358,Diastereomers
CHEBI_11909,CHEBI_16229,Diastereomers
CHEBI_66248,CHEBI_40322,Diastereomers
CHEBI_80920,CHEBI_66166,Diastereomers
CHEBI_205816,CHEBI_205809,Diastereomers
CHEBI_92901,CHEBI_94494,Diastereomers
CHEBI_139031,CHEBI_139029,Diastereomers
CHEBI_216437,CHEBI_216442,Diastereomers
CHEBI_106274,CHEBI_106160,Diastereomers
CHEBI_122411,CHEBI_122340,Diastereomers
CHEBI_150151,CHEBI_150712,Diastereomers
CHEBI_122273,CHEBI_122392,Diastereomers
CHEBI_69280,CHEBI_69282,Diastereomers
CHEBI_225919,CHEBI_225370,Diastereomers
CHEBI_118183,CHEBI_118185,Diastereomers
CHEBI_150221,CHEBI_146112,Diastereomers
CHEBI_144277,CHEBI_144295,Diastereomers
CHEBI_222559,CHEBI_222552,Diastereomers
CHEBI_187054,CHEBI_168692,Diastereomers
CHEBI_211073,CHEBI_211724,Diastereomers
CHEBI_67645,CHEBI_67646,Diastereomers
CHEBI_146502,CHEBI_154755,Diastereomers
CHEBI_128616,CHEBI_125949,Diastereomers
CHEBI_122727,CHEBI_122631,Diastereomers
CHEBI_110586,CHEBI_110832,Diastereomers
CHEBI_126075,CHEBI_126485,Diastereomers
CHEBI_131948,CHEBI_131920,Diastereomers
CHEBI_81021,CHEBI_81022,Diastereomers
CHEBI_63872,CHEBI_42665,Diastereomers
CHEBI_193098,CHEBI_144780,Diastereomers
CHEBI_99232,CHEBI_100889,Diastereomers
CHEBI_68017,CHEBI_68016,Diastereomers
CHEBI_70105,CHEBI_234326,Diastereomers
CHEBI_32297,CHEBI_94487,Diastereomers
CHEBI_119532,CHEBI_119759,Diastereomers
CHEBI_106298,CHEBI_106131,Diastereomers
CHEBI_114024,CHEBI_106101,Diastereomers
CHEBI_225123,CHEBI_225515,Diastereomers
CHEBI_96603,CHEBI_96550,Diastereomers
CHEBI_130730,CHEBI_127475,Diastereomers
CHEBI_228050,CHEBI_228055,Diastereomers
CHEBI_188222,CHEBI_166717,Diastereomers
CHEBI_124188,CHEBI_124207,Diastereomers
CHEBI_224003,CHEBI_214899,Diastereomers
CHEBI_127572,CHEBI_129206,Diastereomers
CHEBI_63698,CHEBI_63700,Diastereomers
CHEBI_106574,CHEBI_106493,Diastereomers
CHEBI_138383,CHEBI_50251,Diastereomers
CHEBI_123714,CHEBI_111594,Diastereomers
CHEBI_112509,CHEBI_97009,Diastereomers
CHEBI_213720,CHEBI_210698,Diastereomers
CHEBI_119605,CHEBI_119589,Diastereomers
CHEBI_210197,CHEBI_210191,Diastereomers
CHEBI_217038,CHEBI_219107,Diastereomers
CHEBI_96360,CHEBI_95600,Diastereomers
CHEBI_123669,CHEBI_124901,Diastereomers
CHEBI_206284,CHEBI_206278,Diastereomers
CHEBI_67790,CHEBI_67791,Diastereomers
CHEBI_128361,CHEBI_128641,Diastereomers
CHEBI_50541,CHEBI_50540,Diastereomers
CHEBI_122741,CHEBI_122746,Diastereomers
CHEBI_16335,CHEBI_45327,Diastereomers
CHEBI_17665,CHEBI_17719,Diastereomers
CHEBI_199517,CHEBI_211730,Diastereomers
CHEBI_118303,CHEBI_118248,Diastereomers
CHEBI_199139,CHEBI_204242,Diastereomers
CHEBI_95912,CHEBI_95552,Diastereomers
CHEBI_119628,CHEBI_119624,Diastereomers
CHEBI_122706,CHEBI_122580,Diastereomers
CHEBI_96096,CHEBI_95629,Diastereomers
CHEBI_130315,CHEBI_129945,Diastereomers
CHEBI_217844,CHEBI_217838,Diastereomers
CHEBI_211155,CHEBI_211149,Diastereomers
CHEBI_99906,CHEBI_98363,Diastereomers
CHEBI_47571,CHEBI_40729,Diastereomers
CHEBI_216085,CHEBI_204025,Diastereomers
CHEBI_172970,CHEBI_172969,Diastereomers
CHEBI_99937,CHEBI_97994,Diastereomers
CHEBI_118445,CHEBI_118300,Diastereomers
CHEBI_103214,CHEBI_97637,Diastereomers
CHEBI_225211,CHEBI_227389,Diastereomers
CHEBI_129809,CHEBI_130013,Diastereomers
CHEBI_118506,CHEBI_118258,Diastereomers
CHEBI_131223,CHEBI_97969,Diastereomers
CHEBI_126742,CHEBI_125915,Diastereomers
CHEBI_202578,CHEBI_205243,Diastereomers
CHEBI_63642,CHEBI_140188,Diastereomers
CHEBI_226277,CHEBI_217942,Diastereomers
CHEBI_120293,CHEBI_120282,Diastereomers
CHEBI_119042,CHEBI_119100,Diastereomers
CHEBI_102583,CHEBI_97285,Diastereomers
CHEBI_99794,CHEBI_97261,Diastereomers
CHEBI_28226,CHEBI_15807,Diastereomers
CHEBI_100445,CHEBI_99733,Diastereomers
CHEBI_98446,CHEBI_101051,Diastereomers
CHEBI_186633,CHEBI_187071,Diastereomers
CHEBI_118261,CHEBI_118415,Diastereomers
CHEBI_129316,CHEBI_126268,Diastereomers
CHEBI_118857,CHEBI_118912,Diastereomers
CHEBI_99570,CHEBI_101460,Diastereomers
CHEBI_69165,CHEBI_69164,Diastereomers
CHEBI_122370,CHEBI_122230,Diastereomers
CHEBI_207178,CHEBI_227104,Diastereomers
CHEBI_97259,CHEBI_102716,Diastereomers
CHEBI_129174,CHEBI_125999,Diastereomers
CHEBI_117981,CHEBI_118227,Diastereomers
CHEBI_119719,CHEBI_119737,Diastereomers
CHEBI_165496,CHEBI_179826,Diastereomers
CHEBI_156952,CHEBI_156921,Diastereomers
CHEBI_75511,CHEBI_75510,Diastereomers
CHEBI_119119,CHEBI_119125,Diastereomers
CHEBI_118740,CHEBI_118636,Diastereomers
CHEBI_180955,CHEBI_178075,Diastereomers
CHEBI_86078,CHEBI_86083,Diastereomers
CHEBI_110111,CHEBI_109939,Diastereomers
CHEBI_76912,CHEBI_466659,Diastereomers
CHEBI_227752,CHEBI_227758,Diastereomers
CHEBI_128604,CHEBI_130847,Diastereomers
CHEBI_128691,CHEBI_127185,Diastereomers
CHEBI_122228,CHEBI_122474,Diastereomers
CHEBI_186128,CHEBI_186715,Diastereomers
CHEBI_102853,CHEBI_100562,Diastereomers
CHEBI_103091,CHEBI_101329,Diastereomers
CHEBI_192787,CHEBI_182301,Diastereomers
CHEBI_178543,CHEBI_178542,Diastereomers
CHEBI_198008,CHEBI_222639,Diastereomers
CHEBI_100834,CHEBI_99857,Diastereomers
CHEBI_97575,CHEBI_102359,Diastereomers
CHEBI_101574,CHEBI_102139,Diastereomers
CHEBI_118369,CHEBI_118513,Diastereomers
CHEBI_156705,CHEBI_155241,Diastereomers
CHEBI_129083,CHEBI_126491,Diastereomers
CHEBI_64225,CHEBI_64226,Diastereomers
CHEBI_127110,CHEBI_130202,Diastereomers
CHEBI_118694,CHEBI_118716,Diastereomers
CHEBI_177907,CHEBI_15948,Diastereomers
CHEBI_173042,CHEBI_173043,Diastereomers
CHEBI_128108,CHEBI_127935,Diastereomers
CHEBI_207722,CHEBI_207710,Diastereomers
CHEBI_16919,CHEBI_231575,Diastereomers
CHEBI_117927,CHEBI_118200,Diastereomers
CHEBI_84361,CHEBI_29704,Diastereomers
CHEBI_157484,CHEBI_156872,Diastereomers
CHEBI_96091,CHEBI_95895,Diastereomers
CHEBI_202500,CHEBI_217696,Diastereomers
CHEBI_106182,CHEBI_106376,Diastereomers
CHEBI_35065,CHEBI_35072,Diastereomers
CHEBI_215660,CHEBI_215654,Diastereomers
CHEBI_130222,CHEBI_128331,Diastereomers
CHEBI_102641,CHEBI_101485,Diastereomers
CHEBI_37027,CHEBI_37028,Diastereomers
CHEBI_220033,CHEBI_202644,Diastereomers
CHEBI_118953,CHEBI_118959,Diastereomers
CHEBI_96608,CHEBI_95752,Diastereomers
CHEBI_125821,CHEBI_127517,Diastereomers
CHEBI_16165,CHEBI_17587,Diastereomers
CHEBI_206358,CHEBI_197913,Diastereomers
CHEBI_214871,CHEBI_214864,Diastereomers
CHEBI_128409,CHEBI_126262,Diastereomers
CHEBI_96562,CHEBI_95706,Diastereomers
CHEBI_225417,CHEBI_225422,Diastereomers
CHEBI_130814,CHEBI_130079,Diastereomers
CHEBI_136754,CHEBI_136746,Diastereomers
CHEBI_144710,CHEBI_144706,Diastereomers
CHEBI_102128,CHEBI_101401,Diastereomers
CHEBI_100633,CHEBI_98576,Diastereomers
CHEBI_201320,CHEBI_220432,Diastereomers
CHEBI_188987,CHEBI_188993,Diastereomers
CHEBI_111740,CHEBI_113677,Diastereomers
CHEBI_127698,CHEBI_128859,Diastereomers
CHEBI_37883,CHEBI_37881,Diastereomers
CHEBI_101152,CHEBI_101306,Diastereomers
CHEBI_118293,CHEBI_118354,Diastereomers
CHEBI_212826,CHEBI_212822,Diastereomers
CHEBI_127289,CHEBI_128061,Diastereomers
CHEBI_203936,CHEBI_210388,Diastereomers
CHEBI_225743,CHEBI_225740,Diastereomers
CHEBI_118406,CHEBI_118410,Diastereomers
CHEBI_8822,CHEBI_9912,Diastereomers
CHEBI_118770,CHEBI_118549,Diastereomers
CHEBI_25017,CHEBI_231582,Diastereomers
CHEBI_209687,CHEBI_215524,Diastereomers
CHEBI_204459,CHEBI_208293,Diastereomers
CHEBI_99260,CHEBI_100391,Diastereomers
CHEBI_113273,CHEBI_96154,Diastereomers
CHEBI_124598,CHEBI_124302,Diastereomers
CHEBI_173059,CHEBI_173058,Diastereomers
CHEBI_130614,CHEBI_130600,Diastereomers
CHEBI_102622,CHEBI_97411,Diastereomers
CHEBI_128564,CHEBI_128651,Diastereomers
CHEBI_222582,CHEBI_219182,Diastereomers
CHEBI_207914,CHEBI_205153,Diastereomers
CHEBI_203504,CHEBI_209408,Diastereomers
CHEBI_155,CHEBI_168,Diastereomers
CHEBI_128842,CHEBI_131120,Diastereomers
CHEBI_215255,CHEBI_199834,Diastereomers
CHEBI_96612,CHEBI_95841,Diastereomers
CHEBI_178704,CHEBI_178702,Diastereomers
CHEBI_110321,CHEBI_110281,Diastereomers
CHEBI_228072,CHEBI_228070,Diastereomers
CHEBI_120225,CHEBI_120166,Diastereomers
CHEBI_176081,CHEBI_176074,Diastereomers
CHEBI_128728,CHEBI_126931,Diastereomers
CHEBI_89943,CHEBI_145352,Diastereomers
CHEBI_129733,CHEBI_124393,Diastereomers
CHEBI_119491,CHEBI_119581,Diastereomers
CHEBI_124105,CHEBI_124753,Diastereomers
CHEBI_220860,CHEBI_211635,Diastereomers
CHEBI_60845,CHEBI_60844,Diastereomers
CHEBI_60848,CHEBI_60846,Diastereomers
CHEBI_103702,CHEBI_103699,Diastereomers
CHEBI_98839,CHEBI_102183,Diastereomers
CHEBI_9435,CHEBI_228678,Diastereomers
CHEBI_209225,CHEBI_209218,Diastereomers
CHEBI_202084,CHEBI_210249,Diastereomers
CHEBI_198384,CHEBI_201953,Diastereomers
CHEBI_186781,CHEBI_188237,Diastereomers
CHEBI_210358,CHEBI_205316,Diastereomers
CHEBI_20676,CHEBI_20655,Diastereomers
CHEBI_130786,CHEBI_128921,Diastereomers
CHEBI_117970,CHEBI_99861,Diastereomers
CHEBI_204002,CHEBI_206481,Diastereomers
CHEBI_130111,CHEBI_130017,Diastereomers
CHEBI_221967,CHEBI_202212,Diastereomers
CHEBI_136751,CHEBI_136753,Diastereomers
CHEBI_220661,CHEBI_220657,Diastereomers
CHEBI_118008,CHEBI_118177,Diastereomers
CHEBI_167641,CHEBI_94471,Diastereomers
CHEBI_221804,CHEBI_221798,Diastereomers
CHEBI_15389,CHEBI_232,Diastereomers
CHEBI_119648,CHEBI_103682,Diastereomers
CHEBI_126888,CHEBI_129250,Diastereomers
CHEBI_100693,CHEBI_98207,Diastereomers
CHEBI_104382,CHEBI_104386,Diastereomers
CHEBI_102111,CHEBI_99224,Diastereomers
CHEBI_208141,CHEBI_208125,Diastereomers
CHEBI_225751,CHEBI_225747,Diastereomers
CHEBI_100596,CHEBI_99297,Diastereomers
CHEBI_222064,CHEBI_218448,Diastereomers
CHEBI_212434,CHEBI_212428,Diastereomers
CHEBI_99763,CHEBI_99331,Diastereomers
CHEBI_216776,CHEBI_216783,Diastereomers
CHEBI_99752,CHEBI_102886,Diastereomers
CHEBI_110582,CHEBI_110727,Diastereomers
CHEBI_126105,CHEBI_130168,Diastereomers
CHEBI_157154,CHEBI_157414,Diastereomers
CHEBI_152829,CHEBI_148521,Diastereomers
CHEBI_119139,CHEBI_120373,Diastereomers
CHEBI_32414,CHEBI_32416,Diastereomers
CHEBI_3904,CHEBI_3905,Diastereomers
CHEBI_57846,CHEBI_58313,Diastereomers
CHEBI_209182,CHEBI_209176,Diastereomers
CHEBI_186832,CHEBI_185987,Diastereomers
CHEBI_102864,CHEBI_100170,Diastereomers
CHEBI_68748,CHEBI_68749,Diastereomers
CHEBI_200390,CHEBI_203486,Diastereomers
CHEBI_110738,CHEBI_110817,Diastereomers
CHEBI_98461,CHEBI_102672,Diastereomers
CHEBI_128931,CHEBI_130506,Diastereomers
CHEBI_101733,CHEBI_97586,Diastereomers
CHEBI_50147,CHEBI_50146,Diastereomers
CHEBI_81875,CHEBI_31244,Diastereomers
CHEBI_47011,CHEBI_27476,Diastereomers
CHEBI_118392,CHEBI_118338,Diastereomers
CHEBI_34310,CHEBI_50516,Diastereomers
CHEBI_196538,CHEBI_196536,Diastereomers
CHEBI_130719,CHEBI_127092,Diastereomers
CHEBI_61086,CHEBI_61094,Diastereomers
CHEBI_195715,CHEBI_195716,Diastereomers
CHEBI_52226,CHEBI_10217,Diastereomers
CHEBI_67287,CHEBI_67280,Diastereomers
CHEBI_58658,CHEBI_85313,Diastereomers
CHEBI_96623,CHEBI_95764,Diastereomers
CHEBI_15387,CHEBI_18481,Diastereomers
CHEBI_126926,CHEBI_128786,Diastereomers
CHEBI_165330,CHEBI_165323,Diastereomers
CHEBI_179487,CHEBI_179491,Diastereomers
CHEBI_20714,CHEBI_59410,Diastereomers
CHEBI_102831,CHEBI_102888,Diastereomers
CHEBI_227592,CHEBI_227599,Diastereomers
CHEBI_101744,CHEBI_100905,Diastereomers
CHEBI_64554,CHEBI_231586,Diastereomers
CHEBI_194170,CHEBI_194165,Diastereomers
CHEBI_100243,CHEBI_97438,Diastereomers
CHEBI_128438,CHEBI_129063,Diastereomers
CHEBI_39373,CHEBI_39372,Diastereomers
CHEBI_129506,CHEBI_125957,Diastereomers
CHEBI_224886,CHEBI_204943,Diastereomers
CHEBI_118996,CHEBI_119007,Diastereomers
CHEBI_150697,CHEBI_146493,Diastereomers
CHEBI_126091,CHEBI_130826,Diastereomers
CHEBI_119159,CHEBI_118974,Diastereomers
CHEBI_16980,CHEBI_29020,Diastereomers
CHEBI_206479,CHEBI_206471,Diastereomers
CHEBI_227350,CHEBI_217566,Diastereomers
CHEBI_96528,CHEBI_95608,Diastereomers
CHEBI_70546,CHEBI_70544,Diastereomers
CHEBI_151474,CHEBI_146775,Diastereomers
CHEBI_127608,CHEBI_128079,Diastereomers
CHEBI_129133,CHEBI_127948,Diastereomers
CHEBI_137660,CHEBI_137659,Diastereomers
CHEBI_128427,CHEBI_128762,Diastereomers
CHEBI_49227,CHEBI_49228,Diastereomers
CHEBI_35537,CHEBI_74686,Diastereomers
CHEBI_39827,CHEBI_38126,Diastereomers
CHEBI_212961,CHEBI_212951,Diastereomers
CHEBI_137076,CHEBI_132358,Diastereomers
CHEBI_126321,CHEBI_127689,Diastereomers
CHEBI_180542,CHEBI_180541,Diastereomers
CHEBI_127247,CHEBI_129183,Diastereomers
CHEBI_98837,CHEBI_98584,Diastereomers
CHEBI_127035,CHEBI_129711,Diastereomers
CHEBI_225968,CHEBI_225952,Diastereomers
CHEBI_229493,CHEBI_229495,Diastereomers
CHEBI_118182,CHEBI_118169,Diastereomers
CHEBI_118158,CHEBI_117984,Diastereomers
CHEBI_193166,CHEBI_61678,Diastereomers
CHEBI_97331,CHEBI_95379,Diastereomers
CHEBI_96023,CHEBI_95809,Diastereomers
CHEBI_102818,CHEBI_98168,Diastereomers
CHEBI_99228,CHEBI_101514,Diastereomers
CHEBI_233620,CHEBI_233621,Diastereomers
CHEBI_188416,CHEBI_190149,Diastereomers
CHEBI_173049,CHEBI_173050,Diastereomers
CHEBI_98050,CHEBI_97096,Diastereomers
CHEBI_99754,CHEBI_99992,Diastereomers
CHEBI_62582,CHEBI_62584,Diastereomers
CHEBI_227944,CHEBI_227428,Diastereomers
CHEBI_60203,CHEBI_60204,Diastereomers
CHEBI_59993,CHEBI_59988,Diastereomers
CHEBI_51480,CHEBI_51479,Diastereomers
CHEBI_101939,CHEBI_100811,Diastereomers
CHEBI_181784,CHEBI_175151,Diastereomers
CHEBI_218938,CHEBI_218951,Diastereomers
CHEBI_129503,CHEBI_127061,Diastereomers
CHEBI_128675,CHEBI_128387,Diastereomers
CHEBI_209575,CHEBI_209581,Diastereomers
CHEBI_35636,CHEBI_35635,Diastereomers
CHEBI_200781,CHEBI_214544,Diastereomers
CHEBI_223536,CHEBI_198294,Diastereomers
CHEBI_127094,CHEBI_130119,Diastereomers
CHEBI_100186,CHEBI_103016,Diastereomers
CHEBI_129260,CHEBI_130113,Diastereomers
CHEBI_130106,CHEBI_126038,Diastereomers
CHEBI_211767,CHEBI_211773,Diastereomers
CHEBI_57791,CHEBI_144636,Diastereomers
CHEBI_130042,CHEBI_126897,Diastereomers
CHEBI_102032,CHEBI_97727,Diastereomers
CHEBI_102791,CHEBI_98711,Diastereomers
CHEBI_100698,CHEBI_99505,Diastereomers
CHEBI_205633,CHEBI_227958,Diastereomers
CHEBI_62919,CHEBI_53064,Diastereomers
CHEBI_120173,CHEBI_120165,Diastereomers
CHEBI_90254,CHEBI_90252,Diastereomers
CHEBI_209821,CHEBI_206613,Diastereomers
CHEBI_119069,CHEBI_118948,Diastereomers
CHEBI_99983,CHEBI_102991,Diastereomers
CHEBI_226535,CHEBI_226540,Diastereomers
CHEBI_218126,CHEBI_199691,Diastereomers
CHEBI_100326,CHEBI_95375,Diastereomers
CHEBI_134628,CHEBI_134629,Diastereomers
CHEBI_98889,CHEBI_101180,Diastereomers
CHEBI_176846,CHEBI_176847,Diastereomers
CHEBI_98949,CHEBI_101631,Diastereomers
CHEBI_125969,CHEBI_127912,Diastereomers
CHEBI_120222,CHEBI_120284,Diastereomers
CHEBI_102553,CHEBI_98633,Diastereomers
CHEBI_129844,CHEBI_130362,Diastereomers
CHEBI_203545,CHEBI_203577,Diastereomers
CHEBI_126064,CHEBI_126396,Diastereomers
CHEBI_100887,CHEBI_98118,Diastereomers
CHEBI_220814,CHEBI_220807,Diastereomers
CHEBI_208949,CHEBI_208942,Diastereomers
CHEBI_203243,CHEBI_224548,Diastereomers
CHEBI_117912,CHEBI_118054,Diastereomers
CHEBI_198700,CHEBI_208952,Diastereomers
CHEBI_82653,CHEBI_82649,Diastereomers
CHEBI_167857,CHEBI_84156,Diastereomers
CHEBI_210771,CHEBI_210775,Diastereomers
CHEBI_211621,CHEBI_211614,Diastereomers
CHEBI_119682,CHEBI_119738,Diastereomers
CHEBI_118964,CHEBI_119071,Diastereomers
CHEBI_130832,CHEBI_127726,Diastereomers
CHEBI_100771,CHEBI_102311,Diastereomers
CHEBI_95622,CHEBI_96035,Diastereomers
CHEBI_118641,CHEBI_118562,Diastereomers
CHEBI_129235,CHEBI_129106,Diastereomers
CHEBI_118754,CHEBI_118799,Diastereomers
CHEBI_102631,CHEBI_95393,Diastereomers
CHEBI_218701,CHEBI_200312,Diastereomers
CHEBI_95956,CHEBI_95913,Diastereomers
CHEBI_130059,CHEBI_125800,Diastereomers
CHEBI_101843,CHEBI_95437,Diastereomers
CHEBI_132821,CHEBI_40,Diastereomers
CHEBI_117958,CHEBI_118208,Diastereomers
CHEBI_208333,CHEBI_208351,Diastereomers
